,State,stateFIPS,Date,Total Cases,Incremental Cases,cases moving_avg
1,AL,1,2020-01-22,0,,
52,AL,1,2020-01-23,0,0.0,
103,AL,1,2020-01-24,0,0.0,
154,AL,1,2020-01-25,0,0.0,
205,AL,1,2020-01-26,0,0.0,
256,AL,1,2020-01-27,0,0.0,
307,AL,1,2020-01-28,0,0.0,
358,AL,1,2020-01-29,0,0.0,0.0
409,AL,1,2020-01-30,0,0.0,0.0
460,AL,1,2020-01-31,0,0.0,0.0
511,AL,1,2020-02-01,0,0.0,0.0
562,AL,1,2020-02-02,0,0.0,0.0
613,AL,1,2020-02-03,0,0.0,0.0
664,AL,1,2020-02-04,0,0.0,0.0
715,AL,1,2020-02-05,0,0.0,0.0
766,AL,1,2020-02-06,0,0.0,0.0
817,AL,1,2020-02-07,0,0.0,0.0
868,AL,1,2020-02-08,0,0.0,0.0
919,AL,1,2020-02-09,0,0.0,0.0
970,AL,1,2020-02-10,0,0.0,0.0
1021,AL,1,2020-02-11,0,0.0,0.0
1072,AL,1,2020-02-12,0,0.0,0.0
1123,AL,1,2020-02-13,0,0.0,0.0
1174,AL,1,2020-02-14,0,0.0,0.0
1225,AL,1,2020-02-15,0,0.0,0.0
1276,AL,1,2020-02-16,0,0.0,0.0
1327,AL,1,2020-02-17,0,0.0,0.0
1378,AL,1,2020-02-18,0,0.0,0.0
1429,AL,1,2020-02-19,0,0.0,0.0
1480,AL,1,2020-02-20,0,0.0,0.0
1531,AL,1,2020-02-21,0,0.0,0.0
1582,AL,1,2020-02-22,0,0.0,0.0
1633,AL,1,2020-02-23,0,0.0,0.0
1684,AL,1,2020-02-24,0,0.0,0.0
1735,AL,1,2020-02-25,0,0.0,0.0
1786,AL,1,2020-02-26,0,0.0,0.0
1837,AL,1,2020-02-27,0,0.0,0.0
1888,AL,1,2020-02-28,0,0.0,0.0
1939,AL,1,2020-02-29,0,0.0,0.0
1990,AL,1,2020-03-01,0,0.0,0.0
2041,AL,1,2020-03-02,0,0.0,0.0
2092,AL,1,2020-03-03,0,0.0,0.0
2143,AL,1,2020-03-04,0,0.0,0.0
2194,AL,1,2020-03-05,0,0.0,0.0
2245,AL,1,2020-03-06,0,0.0,0.0
2296,AL,1,2020-03-07,0,0.0,0.0
2347,AL,1,2020-03-08,0,0.0,0.0
2398,AL,1,2020-03-09,0,0.0,0.0
2449,AL,1,2020-03-10,0,0.0,0.0
2500,AL,1,2020-03-11,0,0.0,0.0
2551,AL,1,2020-03-12,0,0.0,0.0
2602,AL,1,2020-03-13,5,5.0,0.7142857142857143
2653,AL,1,2020-03-14,11,6.0,1.5714285714285714
2704,AL,1,2020-03-15,22,11.0,3.142857142857143
2755,AL,1,2020-03-16,29,7.0,4.142857142857143
2806,AL,1,2020-03-17,39,10.0,5.571428571428571
2857,AL,1,2020-03-18,51,12.0,7.285714285714286
2908,AL,1,2020-03-19,78,27.0,11.142857142857142
2959,AL,1,2020-03-20,106,28.0,14.428571428571429
3010,AL,1,2020-03-21,131,25.0,17.142857142857142
3061,AL,1,2020-03-22,167,36.0,20.714285714285715
3112,AL,1,2020-03-23,196,29.0,23.857142857142858
3163,AL,1,2020-03-24,242,46.0,29.0
3214,AL,1,2020-03-25,386,144.0,47.857142857142854
3265,AL,1,2020-03-26,531,145.0,64.71428571428571
3316,AL,1,2020-03-27,639,108.0,76.14285714285714
3367,AL,1,2020-03-28,717,78.0,83.71428571428571
3418,AL,1,2020-03-29,825,108.0,94.0
3469,AL,1,2020-03-30,941,116.0,106.42857142857143
3520,AL,1,2020-03-31,997,56.0,107.85714285714286
3571,AL,1,2020-04-01,1106,109.0,102.85714285714286
3622,AL,1,2020-04-02,1270,164.0,105.57142857142857
3673,AL,1,2020-04-03,1534,264.0,127.85714285714286
3724,AL,1,2020-04-04,1632,98.0,130.71428571428572
3775,AL,1,2020-04-05,1840,208.0,145.0
3826,AL,1,2020-04-06,2003,163.0,151.71428571428572
3877,AL,1,2020-04-07,2197,194.0,171.42857142857142
3928,AL,1,2020-04-08,2497,300.0,198.71428571428572
3979,AL,1,2020-04-09,2838,341.0,224.0
4030,AL,1,2020-04-10,3007,169.0,210.42857142857142
4081,AL,1,2020-04-11,3262,255.0,232.85714285714286
4132,AL,1,2020-04-12,3581,319.0,248.71428571428572
4183,AL,1,2020-04-13,3801,220.0,256.85714285714283
4234,AL,1,2020-04-14,3951,150.0,250.57142857142858
4285,AL,1,2020-04-15,4237,286.0,248.57142857142858
4336,AL,1,2020-04-16,4400,163.0,223.14285714285714
4387,AL,1,2020-04-17,4515,115.0,215.42857142857142
4438,AL,1,2020-04-18,4719,204.0,208.14285714285714
4489,AL,1,2020-04-19,4897,178.0,188.0
4540,AL,1,2020-04-20,5074,177.0,181.85714285714286
4591,AL,1,2020-04-21,5317,243.0,195.14285714285714
4642,AL,1,2020-04-22,5598,281.0,194.42857142857142
4693,AL,1,2020-04-23,5825,227.0,203.57142857142858
4744,AL,1,2020-04-24,6026,201.0,215.85714285714286
4795,AL,1,2020-04-25,6213,187.0,213.42857142857142
4846,AL,1,2020-04-26,6417,204.0,217.14285714285714
4897,AL,1,2020-04-27,6537,120.0,209.0
4948,AL,1,2020-04-28,6744,207.0,203.85714285714286
4999,AL,1,2020-04-29,6916,172.0,188.28571428571428
5050,AL,1,2020-04-30,7063,147.0,176.85714285714286
5101,AL,1,2020-05-01,7294,231.0,181.14285714285714
5152,AL,1,2020-05-02,7611,317.0,199.71428571428572
5203,AL,1,2020-05-03,7885,274.0,209.71428571428572
5254,AL,1,2020-05-04,8110,225.0,224.71428571428572
5305,AL,1,2020-05-05,8436,326.0,241.71428571428572
5356,AL,1,2020-05-06,8691,255.0,253.57142857142858
5407,AL,1,2020-05-07,9046,355.0,283.2857142857143
5458,AL,1,2020-05-08,9384,338.0,298.57142857142856
5509,AL,1,2020-05-09,9668,284.0,293.85714285714283
5560,AL,1,2020-05-10,9889,221.0,286.2857142857143
5611,AL,1,2020-05-11,10164,275.0,293.42857142857144
5662,AL,1,2020-05-12,10468,304.0,290.2857142857143
5713,AL,1,2020-05-13,10699,231.0,286.85714285714283
5764,AL,1,2020-05-14,11094,395.0,292.57142857142856
5815,AL,1,2020-05-15,11387,293.0,286.14285714285717
5866,AL,1,2020-05-16,11671,284.0,286.14285714285717
5917,AL,1,2020-05-17,11768,97.0,268.42857142857144
5968,AL,1,2020-05-18,12078,310.0,273.42857142857144
6019,AL,1,2020-05-19,12374,296.0,272.2857142857143
6070,AL,1,2020-05-20,13049,675.0,335.7142857142857
6121,AL,1,2020-05-21,13410,361.0,330.85714285714283
6172,AL,1,2020-05-22,13670,260.0,326.14285714285717
6223,AL,1,2020-05-23,14152,482.0,354.42857142857144
6274,AL,1,2020-05-24,14507,355.0,391.2857142857143
6325,AL,1,2020-05-25,15194,687.0,445.14285714285717
6376,AL,1,2020-05-26,15648,454.0,467.7142857142857
6427,AL,1,2020-05-27,16029,381.0,425.7142857142857
6478,AL,1,2020-05-28,16553,524.0,449.0
6529,AL,1,2020-05-29,17031,478.0,480.14285714285717
6580,AL,1,2020-05-30,17358,327.0,458.0
6631,AL,1,2020-05-31,17849,491.0,477.42857142857144
6682,AL,1,2020-06-01,18246,397.0,436.0
6733,AL,1,2020-06-02,18427,181.0,397.0
6784,AL,1,2020-06-03,18553,126.0,360.57142857142856
6835,AL,1,2020-06-04,18766,213.0,316.14285714285717
6886,AL,1,2020-06-05,19073,307.0,291.7142857142857
6937,AL,1,2020-06-06,19709,636.0,335.85714285714283
6988,AL,1,2020-06-07,20166,457.0,331.0
7039,AL,1,2020-06-08,20590,424.0,334.85714285714283
7090,AL,1,2020-06-09,21071,481.0,377.7142857142857
7141,AL,1,2020-06-10,21626,555.0,439.0
7192,AL,1,2020-06-11,22474,848.0,529.7142857142857
7243,AL,1,2020-06-12,23333,859.0,608.5714285714286
7294,AL,1,2020-06-13,24220,887.0,644.4285714285714
7345,AL,1,2020-06-14,25235,1015.0,724.1428571428571
7396,AL,1,2020-06-15,26272,1037.0,811.7142857142857
7447,AL,1,2020-06-16,26912,640.0,834.4285714285714
7498,AL,1,2020-06-17,27312,400.0,812.2857142857143
7549,AL,1,2020-06-18,28206,894.0,818.8571428571429
7600,AL,1,2020-06-19,29002,796.0,809.8571428571429
7651,AL,1,2020-06-20,29549,547.0,761.2857142857143
7702,AL,1,2020-06-21,30021,472.0,683.7142857142857
7753,AL,1,2020-06-22,30453,432.0,597.2857142857143
7804,AL,1,2020-06-23,31097,644.0,597.8571428571429
7855,AL,1,2020-06-24,32064,967.0,678.8571428571429
7906,AL,1,2020-06-25,33206,1142.0,714.2857142857143
7957,AL,1,2020-06-26,34180,974.0,739.7142857142857
8008,AL,1,2020-06-27,35077,897.0,789.7142857142857
8059,AL,1,2020-06-28,35430,353.0,772.7142857142857
8110,AL,1,2020-06-29,37174,1744.0,960.1428571428571
8161,AL,1,2020-06-30,38045,871.0,992.5714285714286
8212,AL,1,2020-07-01,38962,917.0,985.4285714285714
8263,AL,1,2020-07-02,40111,1149.0,986.4285714285714
8314,AL,1,2020-07-03,41864,1753.0,1097.7142857142858
8365,AL,1,2020-07-04,42862,998.0,1112.142857142857
8416,AL,1,2020-07-05,43951,1089.0,1217.2857142857142
8467,AL,1,2020-07-06,44874,923.0,1100.0
8518,AL,1,2020-07-07,45784,910.0,1105.5714285714287
8569,AL,1,2020-07-08,46962,1178.0,1142.857142857143
8620,AL,1,2020-07-09,49173,2211.0,1294.5714285714287
8671,AL,1,2020-07-10,50508,1335.0,1234.857142857143
8722,AL,1,2020-07-11,51947,1439.0,1297.857142857143
8773,AL,1,2020-07-12,53587,1640.0,1376.5714285714287
8824,AL,1,2020-07-13,55545,1958.0,1524.4285714285713
8875,AL,1,2020-07-14,57254,1709.0,1638.5714285714287
8926,AL,1,2020-07-15,59067,1813.0,1729.2857142857142
8977,AL,1,2020-07-16,61088,2021.0,1702.142857142857
9028,AL,1,2020-07-17,63091,2003.0,1797.5714285714287
9079,AL,1,2020-07-18,65234,2143.0,1898.142857142857
9130,AL,1,2020-07-19,67011,1777.0,1917.7142857142858
9181,AL,1,2020-07-20,68891,1880.0,1906.5714285714287
9232,AL,1,2020-07-21,70357,1466.0,1871.857142857143
9283,AL,1,2020-07-22,71812,1455.0,1820.7142857142858
9334,AL,1,2020-07-23,74211,2399.0,1874.7142857142858
9385,AL,1,2020-07-24,76005,1794.0,1844.857142857143
9436,AL,1,2020-07-25,78130,2125.0,1842.2857142857142
9487,AL,1,2020-07-26,79294,1164.0,1754.7142857142858
9538,AL,1,2020-07-27,81115,1821.0,1746.2857142857142
9589,AL,1,2020-07-28,82292,1177.0,1705.0
9640,AL,1,2020-07-29,82366,74.0,1507.7142857142858
9691,AL,1,2020-07-30,85760,3394.0,1649.857142857143
9742,AL,1,2020-07-31,87721,1961.0,1673.7142857142858
9793,AL,1,2020-08-01,89347,1626.0,1602.4285714285713
9844,AL,1,2020-08-02,91442,2095.0,1735.4285714285713
9895,AL,1,2020-08-03,92658,1216.0,1649.0
9946,AL,1,2020-08-04,93702,1044.0,1630.0
9997,AL,1,2020-08-05,94654,952.0,1755.4285714285713
10048,AL,1,2020-08-06,96592,1938.0,1547.4285714285713
10099,AL,1,2020-08-07,98299,1707.0,1511.142857142857
10150,AL,1,2020-08-08,100172,1873.0,1546.4285714285713
10201,AL,1,2020-08-09,101331,1159.0,1412.7142857142858
10252,AL,1,2020-08-10,103008,1677.0,1478.5714285714287
10303,AL,1,2020-08-11,103849,841.0,1449.5714285714287
10354,AL,1,2020-08-12,104784,935.0,1447.142857142857
10405,AL,1,2020-08-13,105557,773.0,1280.7142857142858
10456,AL,1,2020-08-14,106309,752.0,1144.2857142857142
10507,AL,1,2020-08-15,107580,1271.0,1058.2857142857142
10558,AL,1,2020-08-16,108433,853.0,1014.5714285714286
10609,AL,1,2020-08-17,109004,571.0,856.5714285714286
10660,AL,1,2020-08-18,110358,1354.0,929.8571428571429
10711,AL,1,2020-08-19,111462,1104.0,954.0
10762,AL,1,2020-08-20,112402,940.0,977.8571428571429
10813,AL,1,2020-08-21,112770,368.0,923.0
10864,AL,1,2020-08-22,114532,1762.0,993.1428571428571
10915,AL,1,2020-08-23,115060,528.0,946.7142857142857
10966,AL,1,2020-08-24,116707,1647.0,1100.4285714285713
11017,AL,1,2020-08-25,117240,533.0,983.1428571428571
11068,AL,1,2020-08-26,119250,2010.0,1112.5714285714287
11119,AL,1,2020-08-27,121023,1773.0,1231.5714285714287
11170,AL,1,2020-08-28,122183,1160.0,1344.7142857142858
11221,AL,1,2020-08-29,123889,1706.0,1336.7142857142858
11272,AL,1,2020-08-30,125235,1346.0,1453.5714285714287
11323,AL,1,2020-08-31,126058,823.0,1335.857142857143
11374,AL,1,2020-09-01,127615,1557.0,1482.142857142857
11425,AL,1,2020-09-02,128238,623.0,1284.0
11476,AL,1,2020-09-03,129284,1046.0,1180.142857142857
11527,AL,1,2020-09-04,130393,1109.0,1172.857142857143
11578,AL,1,2020-09-05,131803,1410.0,1130.5714285714287
11629,AL,1,2020-09-06,132313,510.0,1011.1428571428571
11680,AL,1,2020-09-07,132972,659.0,987.7142857142857
11731,AL,1,2020-09-08,133605,633.0,855.7142857142857
11782,AL,1,2020-09-09,134416,811.0,882.5714285714286
11833,AL,1,2020-09-10,135565,1149.0,897.2857142857143
11884,AL,1,2020-09-11,136703,1138.0,901.4285714285714
11935,AL,1,2020-09-12,137646,943.0,834.7142857142857
11986,AL,1,2020-09-13,138753,1107.0,920.0
12037,AL,1,2020-09-14,139454,701.0,926.0
12088,AL,1,2020-09-15,140156,702.0,935.8571428571429
12139,AL,1,2020-09-16,141081,925.0,952.1428571428571
12190,AL,1,2020-09-17,141756,675.0,884.4285714285714
12241,AL,1,2020-09-18,142861,1105.0,879.7142857142857
12292,AL,1,2020-09-19,144164,1303.0,931.1428571428571
12343,AL,1,2020-09-20,144960,796.0,886.7142857142857
12394,AL,1,2020-09-21,145776,816.0,903.1428571428571
12445,AL,1,2020-09-22,146578,802.0,917.4285714285714
12496,AL,1,2020-09-23,147153,575.0,867.4285714285714
12547,AL,1,2020-09-24,148227,1074.0,924.4285714285714
12598,AL,1,2020-09-25,150650,2423.0,1112.7142857142858
12649,AL,1,2020-09-26,151587,937.0,1060.4285714285713
12700,AL,1,2020-09-27,152317,730.0,1051.0
12751,AL,1,2020-09-28,152976,659.0,1028.5714285714287
12802,AL,1,2020-09-29,153550,574.0,996.0
12853,AL,1,2020-09-30,154699,1149.0,1078.0
12904,AL,1,2020-10-01,155744,1045.0,1073.857142857143
12955,AL,1,2020-10-02,156698,954.0,864.0
13006,AL,1,2020-10-03,158380,1682.0,970.4285714285714
13057,AL,1,2020-10-04,159169,789.0,978.8571428571429
13108,AL,1,2020-10-05,159713,544.0,962.4285714285714
13159,AL,1,2020-10-06,160476,763.0,989.4285714285714
13210,AL,1,2020-10-07,161415,939.0,959.4285714285714
13261,AL,1,2020-10-08,161975,560.0,890.1428571428571
13312,AL,1,2020-10-09,163464,1489.0,966.5714285714286
13363,AL,1,2020-10-10,164525,1061.0,877.8571428571429
13414,AL,1,2020-10-11,165342,817.0,881.8571428571429
13465,AL,1,2020-10-12,166076,734.0,909.0
13516,AL,1,2020-10-13,167188,1112.0,958.8571428571429
13567,AL,1,2020-10-14,167975,787.0,937.1428571428571
13618,AL,1,2020-10-15,169161,1186.0,1026.5714285714287
13669,AL,1,2020-10-16,170373,1212.0,987.0
13720,AL,1,2020-10-17,171662,1289.0,1019.5714285714286
13771,AL,1,2020-10-18,172626,964.0,1040.5714285714287
13822,AL,1,2020-10-19,173483,857.0,1058.142857142857
13873,AL,1,2020-10-20,174527,1044.0,1048.4285714285713
13924,AL,1,2020-10-21,175673,1146.0,1099.7142857142858
13975,AL,1,2020-10-22,177064,1391.0,1129.0
14026,AL,1,2020-10-23,180916,3852.0,1506.142857142857
14077,AL,1,2020-10-24,183276,2360.0,1659.142857142857
14128,AL,1,2020-10-25,184355,1079.0,1675.5714285714287
14179,AL,1,2020-10-26,185320,965.0,1691.0
14230,AL,1,2020-10-27,186436,1116.0,1701.2857142857142
14281,AL,1,2020-10-28,187705,1269.0,1718.857142857143
14332,AL,1,2020-10-29,189149,1444.0,1726.4285714285713
14383,AL,1,2020-10-30,190496,1347.0,1368.5714285714287
14434,AL,1,2020-10-31,192285,1789.0,1287.0
14485,AL,1,2020-11-01,193983,1698.0,1375.4285714285713
14536,AL,1,2020-11-02,194885,902.0,1366.4285714285713
14587,AL,1,2020-11-03,195929,1044.0,1356.142857142857
14638,AL,1,2020-11-04,197777,1848.0,1438.857142857143
14689,AL,1,2020-11-05,199158,1381.0,1429.857142857143
14740,AL,1,2020-11-06,200713,1555.0,1459.5714285714287
14791,AL,1,2020-11-07,202482,1769.0,1456.7142857142858
14842,AL,1,2020-11-08,203687,1205.0,1386.2857142857142
14893,AL,1,2020-11-09,204856,1169.0,1424.4285714285713
14944,AL,1,2020-11-10,206567,1711.0,1519.7142857142858
14995,AL,1,2020-11-11,208636,2069.0,1551.2857142857142
15046,AL,1,2020-11-12,210637,2001.0,1639.857142857143
15097,AL,1,2020-11-13,213617,2980.0,1843.4285714285713
15148,AL,1,2020-11-14,215843,2226.0,1908.7142857142858
15199,AL,1,2020-11-15,217822,1979.0,2019.2857142857142
15250,AL,1,2020-11-16,219232,1410.0,2053.714285714286
15301,AL,1,2020-11-17,220846,1614.0,2039.857142857143
15352,AL,1,2020-11-18,223486,2640.0,2121.4285714285716
15403,AL,1,2020-11-19,225910,2424.0,2181.8571428571427
15454,AL,1,2020-11-20,228373,2463.0,2108.0
15505,AL,1,2020-11-21,230708,2335.0,2123.5714285714284
15556,AL,1,2020-11-22,232506,1798.0,2097.714285714286
15607,AL,1,2020-11-23,234078,1572.0,2120.8571428571427
15658,AL,1,2020-11-24,236865,2787.0,2288.4285714285716
15709,AL,1,2020-11-25,239318,2453.0,2261.714285714286
15760,AL,1,2020-11-26,241957,2639.0,2292.4285714285716
15811,AL,1,2020-11-27,242874,917.0,2071.5714285714284
15862,AL,1,2020-11-28,244993,2119.0,2040.7142857142858
15913,AL,1,2020-11-29,247229,2236.0,2103.285714285714
15964,AL,1,2020-11-30,249523,2294.0,2206.4285714285716
16015,AL,1,2020-12-01,252900,3377.0,2290.714285714286
16066,AL,1,2020-12-02,256828,3928.0,2501.4285714285716
16117,AL,1,2020-12-03,260359,3531.0,2628.8571428571427
16168,AL,1,2020-12-04,264199,3840.0,3046.4285714285716
16219,AL,1,2020-12-05,267589,3390.0,3228.0
16270,AL,1,2020-12-06,269877,2288.0,3235.4285714285716
16321,AL,1,2020-12-07,272228,2351.0,3243.5714285714284
16372,AL,1,2020-12-08,276665,4437.0,3395.0
16423,AL,1,2020-12-09,280187,3522.0,3337.0
16474,AL,1,2020-12-10,284922,4735.0,3509.0
16525,AL,1,2020-12-11,288775,3853.0,3510.8571428571427
16576,AL,1,2020-12-12,288775,0.0,3026.5714285714284
16627,AL,1,2020-12-13,288775,0.0,2699.714285714286
16678,AL,1,2020-12-14,297887,9112.0,3665.5714285714284
16729,AL,1,2020-12-15,301533,3646.0,3552.5714285714284
16780,AL,1,2020-12-16,305640,4107.0,3636.1428571428573
16831,AL,1,2020-12-17,310335,4695.0,3630.4285714285716
16882,AL,1,2020-12-18,315683,5348.0,3844.0
16933,AL,1,2020-12-19,319904,4221.0,4447.0
16984,AL,1,2020-12-20,322452,2548.0,4811.0
8,DE,10,2020-01-22,0,,
59,DE,10,2020-01-23,0,0.0,
110,DE,10,2020-01-24,0,0.0,
161,DE,10,2020-01-25,0,0.0,
212,DE,10,2020-01-26,0,0.0,
263,DE,10,2020-01-27,0,0.0,
314,DE,10,2020-01-28,0,0.0,
365,DE,10,2020-01-29,0,0.0,0.0
416,DE,10,2020-01-30,0,0.0,0.0
467,DE,10,2020-01-31,0,0.0,0.0
518,DE,10,2020-02-01,0,0.0,0.0
569,DE,10,2020-02-02,0,0.0,0.0
620,DE,10,2020-02-03,0,0.0,0.0
671,DE,10,2020-02-04,0,0.0,0.0
722,DE,10,2020-02-05,0,0.0,0.0
773,DE,10,2020-02-06,0,0.0,0.0
824,DE,10,2020-02-07,0,0.0,0.0
875,DE,10,2020-02-08,0,0.0,0.0
926,DE,10,2020-02-09,0,0.0,0.0
977,DE,10,2020-02-10,0,0.0,0.0
1028,DE,10,2020-02-11,0,0.0,0.0
1079,DE,10,2020-02-12,0,0.0,0.0
1130,DE,10,2020-02-13,0,0.0,0.0
1181,DE,10,2020-02-14,0,0.0,0.0
1232,DE,10,2020-02-15,0,0.0,0.0
1283,DE,10,2020-02-16,0,0.0,0.0
1334,DE,10,2020-02-17,0,0.0,0.0
1385,DE,10,2020-02-18,0,0.0,0.0
1436,DE,10,2020-02-19,0,0.0,0.0
1487,DE,10,2020-02-20,0,0.0,0.0
1538,DE,10,2020-02-21,0,0.0,0.0
1589,DE,10,2020-02-22,0,0.0,0.0
1640,DE,10,2020-02-23,0,0.0,0.0
1691,DE,10,2020-02-24,0,0.0,0.0
1742,DE,10,2020-02-25,0,0.0,0.0
1793,DE,10,2020-02-26,0,0.0,0.0
1844,DE,10,2020-02-27,0,0.0,0.0
1895,DE,10,2020-02-28,0,0.0,0.0
1946,DE,10,2020-02-29,0,0.0,0.0
1997,DE,10,2020-03-01,0,0.0,0.0
2048,DE,10,2020-03-02,0,0.0,0.0
2099,DE,10,2020-03-03,0,0.0,0.0
2150,DE,10,2020-03-04,0,0.0,0.0
2201,DE,10,2020-03-05,0,0.0,0.0
2252,DE,10,2020-03-06,0,0.0,0.0
2303,DE,10,2020-03-07,0,0.0,0.0
2354,DE,10,2020-03-08,0,0.0,0.0
2405,DE,10,2020-03-09,0,0.0,0.0
2456,DE,10,2020-03-10,0,0.0,0.0
2507,DE,10,2020-03-11,0,0.0,0.0
2558,DE,10,2020-03-12,4,4.0,0.5714285714285714
2609,DE,10,2020-03-13,4,0.0,0.5714285714285714
2660,DE,10,2020-03-14,6,2.0,0.8571428571428571
2711,DE,10,2020-03-15,7,1.0,1.0
2762,DE,10,2020-03-16,8,1.0,1.1428571428571428
2813,DE,10,2020-03-17,17,9.0,2.4285714285714284
2864,DE,10,2020-03-18,26,9.0,3.7142857142857144
2915,DE,10,2020-03-19,30,4.0,3.7142857142857144
2966,DE,10,2020-03-20,39,9.0,5.0
3017,DE,10,2020-03-21,45,6.0,5.571428571428571
3068,DE,10,2020-03-22,56,11.0,7.0
3119,DE,10,2020-03-23,87,31.0,11.285714285714286
3170,DE,10,2020-03-24,104,17.0,12.428571428571429
3221,DE,10,2020-03-25,119,15.0,13.285714285714286
3272,DE,10,2020-03-26,119,0.0,12.714285714285714
3323,DE,10,2020-03-27,165,46.0,18.0
3374,DE,10,2020-03-28,214,49.0,24.142857142857142
3425,DE,10,2020-03-29,232,18.0,25.142857142857142
3476,DE,10,2020-03-30,264,32.0,25.285714285714285
3527,DE,10,2020-03-31,319,55.0,30.714285714285715
3578,DE,10,2020-04-01,368,49.0,35.57142857142857
3629,DE,10,2020-04-02,393,25.0,39.142857142857146
3680,DE,10,2020-04-03,450,57.0,40.714285714285715
3731,DE,10,2020-04-04,593,143.0,54.142857142857146
3782,DE,10,2020-04-05,673,80.0,63.0
3833,DE,10,2020-04-06,783,110.0,74.14285714285714
3884,DE,10,2020-04-07,928,145.0,87.0
3935,DE,10,2020-04-08,1116,188.0,106.85714285714286
3986,DE,10,2020-04-09,1209,93.0,116.57142857142857
4037,DE,10,2020-04-10,1326,117.0,125.14285714285714
4088,DE,10,2020-04-11,1479,153.0,126.57142857142857
4139,DE,10,2020-04-12,1638,159.0,137.85714285714286
4190,DE,10,2020-04-13,1761,123.0,139.71428571428572
4241,DE,10,2020-04-14,1926,165.0,142.57142857142858
4292,DE,10,2020-04-15,2014,88.0,128.28571428571428
4343,DE,10,2020-04-16,2075,61.0,123.71428571428571
4394,DE,10,2020-04-17,2323,248.0,142.42857142857142
4445,DE,10,2020-04-18,2538,215.0,151.28571428571428
4496,DE,10,2020-04-19,2538,0.0,128.57142857142858
4547,DE,10,2020-04-20,2745,207.0,140.57142857142858
4598,DE,10,2020-04-21,2931,186.0,143.57142857142858
4649,DE,10,2020-04-22,3200,269.0,169.42857142857142
4700,DE,10,2020-04-23,3308,108.0,176.14285714285714
4751,DE,10,2020-04-24,3442,134.0,159.85714285714286
4802,DE,10,2020-04-25,3576,134.0,148.28571428571428
4853,DE,10,2020-04-26,4034,458.0,213.71428571428572
4904,DE,10,2020-04-27,4162,128.0,202.42857142857142
4955,DE,10,2020-04-28,4575,413.0,234.85714285714286
5006,DE,10,2020-04-29,4655,80.0,207.85714285714286
5057,DE,10,2020-04-30,4734,79.0,203.71428571428572
5108,DE,10,2020-05-01,4918,184.0,210.85714285714286
5159,DE,10,2020-05-02,5038,120.0,208.85714285714286
5210,DE,10,2020-05-03,5208,170.0,167.71428571428572
5261,DE,10,2020-05-04,5288,80.0,160.85714285714286
5312,DE,10,2020-05-05,5371,83.0,113.71428571428571
5363,DE,10,2020-05-06,5778,407.0,160.42857142857142
5414,DE,10,2020-05-07,5939,161.0,172.14285714285714
5465,DE,10,2020-05-08,6111,172.0,170.42857142857142
5516,DE,10,2020-05-09,6280,169.0,177.42857142857142
5567,DE,10,2020-05-10,6447,167.0,177.0
5618,DE,10,2020-05-11,6555,108.0,181.0
5669,DE,10,2020-05-12,6741,186.0,195.71428571428572
5720,DE,10,2020-05-13,6952,211.0,167.71428571428572
5771,DE,10,2020-05-14,7214,262.0,182.14285714285714
5822,DE,10,2020-05-15,7366,152.0,179.28571428571428
5873,DE,10,2020-05-16,7537,171.0,179.57142857142858
5924,DE,10,2020-05-17,7670,133.0,174.71428571428572
5975,DE,10,2020-05-18,7870,200.0,187.85714285714286
6026,DE,10,2020-05-19,8037,167.0,185.14285714285714
6077,DE,10,2020-05-20,8194,157.0,177.42857142857142
6128,DE,10,2020-05-21,8386,192.0,167.42857142857142
6179,DE,10,2020-05-22,8529,143.0,166.14285714285714
6230,DE,10,2020-05-23,8690,161.0,164.71428571428572
6281,DE,10,2020-05-24,8809,119.0,162.71428571428572
6332,DE,10,2020-05-25,8965,156.0,156.42857142857142
6383,DE,10,2020-05-26,9066,101.0,147.0
6434,DE,10,2020-05-27,9096,30.0,128.85714285714286
6485,DE,10,2020-05-28,9171,75.0,112.14285714285714
6536,DE,10,2020-05-29,9236,65.0,101.0
6587,DE,10,2020-05-30,9422,186.0,104.57142857142857
6638,DE,10,2020-05-31,9498,76.0,98.42857142857143
6689,DE,10,2020-06-01,9605,107.0,91.42857142857143
6740,DE,10,2020-06-02,9685,80.0,88.42857142857143
6791,DE,10,2020-06-03,9712,27.0,88.0
6842,DE,10,2020-06-04,9746,34.0,82.14285714285714
6893,DE,10,2020-06-05,9773,27.0,76.71428571428571
6944,DE,10,2020-06-06,9845,72.0,60.42857142857143
6995,DE,10,2020-06-07,9942,97.0,63.42857142857143
7046,DE,10,2020-06-08,9972,30.0,52.42857142857143
7097,DE,10,2020-06-09,10020,48.0,47.857142857142854
7148,DE,10,2020-06-10,10056,36.0,49.142857142857146
7199,DE,10,2020-06-11,10065,9.0,45.57142857142857
7250,DE,10,2020-06-12,10173,108.0,57.142857142857146
7301,DE,10,2020-06-13,10229,56.0,54.857142857142854
7352,DE,10,2020-06-14,10264,35.0,46.0
7403,DE,10,2020-06-15,10340,76.0,52.57142857142857
7454,DE,10,2020-06-16,10401,61.0,54.42857142857143
7505,DE,10,2020-06-17,10444,43.0,55.42857142857143
7556,DE,10,2020-06-18,10499,55.0,62.0
7607,DE,10,2020-06-19,10611,112.0,62.57142857142857
7658,DE,10,2020-06-20,10679,68.0,64.28571428571429
